#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:true_alignment_1_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:true_alignment_1_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:true_alignment_1_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:true_alignment_1_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_1_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:true_alignment_1_evidence" name="distribution" x="@BDBirthRate.t:true_alignment_1_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:true_alignment_1_evidence" name="distribution" x="@BDDeathRate.t:true_alignment_1_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:true_alignment_1_evidence" name="distribution">
#            <parameter id="kappa1.s:true_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:true_alignment_1_evidence" name="distribution">
#            <parameter id="kappa2.s:true_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_1_evidence" id="treeLikelihood.true_alignment_1_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_1_evidence">
#            <siteModel id="SiteModel.s:true_alignment_1_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_1_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_1_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_1_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:true_alignment_1_evidence" kappa1="@kappa1.s:true_alignment_1_evidence" kappa2="@kappa2.s:true_alignment_1_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:true_alignment_1_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true_alignment_1_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true_alignment_1_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true_alignment_1_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
15	-56861.47353806943	-56909.83086151475	-56861.47353806943	-48.35732344531296	-56861.47353806943	2.4661221751756814	0.541000842932311	2.0668718019674834	0.1895948075335666	0.3273583482242869	0.25862454573411153	0.22442229850803513	-45.103495277489486	0.9800470688021351	0.009932995757089348
16	-56729.61954397261	-56760.025097560545	-56729.61954397261	-30.405553587937554	-56729.61954397261	1.883996099366223	0.7927888920084472	0.9007144218766326	0.19675923724534772	0.3334463843370074	0.2476925873818341	0.22210179103581093	-27.58187283819124	1.467921717827038	0.13744130363139434
17	-56696.38470898026	-56749.26612514297	-56696.38470898026	-52.881416162709556	-56696.38470898026	3.754313325293105	1.593334559131716	0.7041107104934606	0.18922248306837583	0.3270662923057766	0.256097058668047	0.2276141659578008	-49.807025866410065	0.847806459819367	0.23268574411456908
18	-55332.43917323744	-55358.59799340596	-55332.43917323744	-26.15882016851661	-55332.43917323744	1.57179387507601	1.6732245788582796	1.564791199623164	0.1856398522970355	0.3271902498006635	0.25667792607820783	0.23049197182409334	-22.73920938294991	1.5350648635872177	9.67241100386451E-4
19	-55214.82654302439	-55259.94371076381	-55214.82654302439	-45.11716773941891	-55214.82654302439	3.013111645463137	0.8262122147006038	1.1357311151065443	0.1967728092525081	0.32076405130773167	0.26771823028352637	0.21474490915623407	-42.19906337051026	0.9419416120862594	0.010716901121646059
20	-55196.3747149596	-55235.36958921615	-55196.3747149596	-38.99487425654686	-55196.3747149596	2.1803231956927465	0.45490598072440347	1.0153612449044667	0.19442655895478358	0.3337602333456591	0.2631227804595353	0.2086904272400222	-36.150174018508274	1.097680407926908	0.042924376401241256
21	-55148.94707908157	-55186.5063867795	-55148.94707908157	-37.559307697931736	-55148.94707908157	1.8842716856171133	0.6484509793483578	0.8926684932106309	0.19614002973081368	0.332046762569629	0.26765960054991084	0.20415360714964667	-34.7677902081429	0.9940100307240701	0.07904749209058065
22	-54936.031188496345	-54975.680685222775	-54936.031188496345	-39.64949672643149	-54936.031188496345	2.106324087262831	0.7064057432054843	0.7391015777116802	0.19261693775514982	0.3343319106388756	0.2783357641294089	0.19471538747656583	-36.89138759215333	1.4694053777621612	0.010020835404725682
23	-54791.846163582115	-54827.7339988588	-54791.846163582115	-35.88783527668306	-54791.846163582115	2.024804671118464	1.9620014381683142	0.6186065842415788	0.18055507314646865	0.3461609852579409	0.279599545174901	0.1936843964206896	-32.674777473132394	1.2545446313255892	0.002911794267586821
24	-54771.81796682357	-54810.218264032905	-54771.81796682357	-38.40029720934034	-54771.81796682357	3.0034015985483005	0.9879295391289695	1.018811322441366	0.17880308829050312	0.3354148974686835	0.28857310078888393	0.1972089134519296	-35.473637341709946	0.791109180783397	0.5040182624748896
25	-54496.85526198987	-54553.267988117186	-54496.85526198987	-56.41272612731438	-54496.85526198987	6.760334931402925	1.029340421472463	1.0524032805454147	0.17966880253369696	0.31943738718388043	0.2984926633483841	0.20240114693403877	-53.45866147652414	0.4512757449698125	0.5718742944578475
26	-54404.31678740146	-54460.94120235532	-54404.31678740146	-56.62441495386039	-54404.31678740146	2.863077942032144	0.6100243537731875	1.9592187884573398	0.17739370541163946	0.32562881436984153	0.3070368556412689	0.1899406245772503	-53.41315227028039	0.6689657998169567	0.0955903083714221
27	-54397.781012923566	-54437.060166552365	-54397.781012923566	-39.27915362879922	-54397.781012923566	2.786167935653344	1.591000537403207	2.3756909552444876	0.19378899905728741	0.3192704773374596	0.2969149502981861	0.19002557330706704	-35.56772072471922	0.9585479111026609	0.233267566891405
28	-54338.675647330376	-54377.30025126871	-54338.675647330376	-38.62460393833674	-54338.675647330376	2.402015994626995	1.5776530222523688	1.9919471798073183	0.18818818500774892	0.3248712913869981	0.2969149502981861	0.19002557330706704	-35.069739511335044	0.9459442362765361	0.26343742635734463
29	-54217.30940194303	-54250.036649506736	-54217.30940194303	-32.7272475637073	-54217.30940194303	3.1590876638743257	1.266829196345462	1.0782305680938324	0.19149469173779438	0.32024023385190686	0.2932030221164273	0.19506205229387164	-29.67110520155802	1.096281225510563	0.09533431216595838
30	-53956.34315978803	-53996.60675218575	-53956.34315978803	-40.263592397715264	-53956.34315978803	2.185685165730327	0.8513975734168315	1.3853870998853026	0.22808356202139657	0.3250120720409238	0.2582350058528218	0.188669360084858	-37.23770494309024	1.6452802295058842	0.08278858709978007
31	-53513.152935179554	-53541.31700909918	-53513.152935179554	-28.164073919621437	-53513.152935179554	1.7133937813869509	1.1109228447403807	1.4924825728650075	0.22291442217169863	0.3258902498005761	0.26398419912968946	0.18721112889803593	-25.003028467115364	1.27330384592875	0.19694343913779278
32	-53357.55452638733	-53392.78337364343	-53357.55452638733	-35.22884725610684	-53357.55452638733	2.142738040069001	1.6554112773308718	1.9130400156115037	0.22352428956925569	0.32349237632491573	0.25735268841754705	0.19563064568828162	-31.673737404643987	0.9866644209119236	0.14232498382533798
33	-53300.70309887605	-53342.53947783719	-53300.70309887605	-41.83637896113749	-53300.70309887605	2.9582538260236784	1.056247902977021	1.0432425694067193	0.22151766653522864	0.33411411070517466	0.26032379732432576	0.18404442543527108	-38.875742647357185	0.901592524031801	0.23446866489763898
34	-53280.98845368471	-53323.22806856462	-53280.98845368471	-42.23961487991169	-53280.98845368471	1.9756084623410792	1.6139250348897236	1.1303545409964364	0.21519066159350056	0.3322267668596212	0.25859837988623563	0.1939841916606428	-39.020894367606964	0.9677707544451939	0.17916234927311891
35	-53205.01574872104	-53249.34929973875	-53205.01574872104	-44.333551017712935	-53205.01574872104	2.5718293450732324	1.4934856748190144	0.2772112642916964	0.2132783075932258	0.34407069173722143	0.23914607838516014	0.20350492228439282	-41.14864386218345	0.8530658951982041	0.0924787596990547
36	-53081.15516607421	-53142.42344972628	-53081.15516607421	-61.26828365207024	-53081.15516607421	4.645285868860671	5.38475730288532	0.5024466598938796	0.21625391676587827	0.3384743516177302	0.23522327656150785	0.21004845505488384	-56.927209068798774	0.7314753651526011	0.11155581105446341
37	-52823.054643267744	-52884.81218395624	-52823.054643267744	-61.75754068849122	-52823.054643267744	5.529373606065845	5.366799581834069	1.2237708169706134	0.22710536152133357	0.3274025994841989	0.24286363360826696	0.20262840538620078	-57.23932947473742	0.5333746208826695	0.01783824065516845
38	-52529.0214523095	-52560.38575332842	-52529.0214523095	-31.36430101891694	-52529.0214523095	2.8712870079381005	2.042374470516262	1.2690415225662208	0.22076957681714618	0.33149157246396804	0.2357303078884057	0.21200854283048037	-27.915929455017366	1.8806697105882568	6.79076471814404E-4
39	-52505.63788485845	-52544.80544520526	-52505.63788485845	-39.16756034680765	-52505.63788485845	2.6238696099256877	0.9017656726261125	1.328626525665407	0.22913306448652254	0.33284275452145795	0.22736682021902935	0.21065736077299047	-36.14907017602895	1.2003838978783619	0.0513273394402702
40	-52400.79407059733	-52430.17459145539	-52400.79407059733	-29.38052085805814	-52400.79407059733	1.5246374730265244	1.0856264238838647	0.722680425517334	0.23367277414297685	0.3245087642827312	0.23116110080130184	0.21065736077299047	-26.507787958716058	1.3723674225801814	0.21484867068037916
41	-52042.03539110811	-52068.505801439285	-52042.03539110811	-26.470410331172555	-52042.03539110811	1.9040304403712476	1.0529867377724724	1.672803032989336	0.23357337848806387	0.3329779502768775	0.23057569731608935	0.20287297391896958	-23.25687835075905	1.1361289594637258	0.2050422723516844
42	-51631.36040084253	-51665.44665397169	-51631.36040084253	-34.0862531291588	-51631.36040084253	1.9575025290982861	1.1912551821172157	1.672803032989336	0.22637956335861067	0.3312028731627136	0.23928908385425368	0.20312847962442238	-30.81935765750786	1.2406541061621075	0.09731865071028045
43	-51383.02617235598	-51408.39081200718	-51383.02617235598	-25.364639651197066	-51383.02617235598	1.2925333811901525	1.3049342648493543	0.7615695996871373	0.24279584528594547	0.3393408473852767	0.2328560526845855	0.18500725464419268	-22.396307160126543	2.149774437713888	0.024135120335821568
44	-51347.61001455499	-51373.05867351447	-51347.61001455499	-25.448658959476766	-51347.61001455499	1.2317561075299803	1.4211806942548655	1.0104445567247287	0.2517521151424296	0.3270156526464023	0.24615511698440398	0.17507711522676447	-22.35465000198617	1.3161693749686108	0.07231431831020127
45	-51090.83061724891	-51115.96547055709	-51090.83061724891	-25.134853308175142	-51090.83061724891	1.532789488042791	1.249589183497014	1.851804360409842	0.2464467529391243	0.33980371003844445	0.23360725447960387	0.18014228254282774	-21.77128195072101	1.4538756344584816	0.18044376857592287
46	-51074.90580779521	-51100.80672876974	-51074.90580779521	-25.900920974535232	-51074.90580779521	1.3072606358509473	0.8553589364749437	2.1545295101437807	0.241577466186631	0.3360711115635135	0.23433824940314651	0.18801317284670938	-22.560330561417622	1.3232867867218532	0.18283985369920025
47	-50986.50734152809	-51017.38147455214	-50986.50734152809	-30.874133024042873	-50986.50734152809	1.7396655709018225	1.6478385433003362	2.1545295101437807	0.25657450787058866	0.3360711115635135	0.2282984471660998	0.17905593339979842	-27.22547332631946	1.2226666434450124	0.26128096725957733
48	-50919.14059717207	-50956.79064076	-50919.14059717207	-37.65004358793483	-50919.14059717207	2.1370385843572013	1.253769652771298	1.160348551638435	0.24226200690733307	0.34207234818394927	0.2217104788925518	0.19395516601616622	-34.567479963046715	0.980223348727821	0.14965488159990054
49	-50811.63287425887	-50841.579937716226	-50811.63287425887	-29.947063457361153	-50811.63287425887	1.9900823302211035	2.52520575815411	1.3715994736019959	0.2418124349868161	0.34066321700329405	0.2283670753042259	0.1891572727056643	-26.269138360838067	1.2998570395439561	0.16878293521171966
50	-50710.36964347037	-50740.96222997385	-50710.36964347037	-30.592586503480273	-50710.36964347037	1.5767920444470163	2.3155331213639987	1.610181083673515	0.23926985296336323	0.34620834201021766	0.22623676126716205	0.1882850437592574	-26.896458718996698	1.2636092815846067	0.009155626493124895
51	-50554.57397046436	-50582.97814676517	-50554.57397046436	-28.404176300813916	-50554.57397046436	1.5405692744226782	2.226214628815722	0.8389520995955869	0.23802178236763818	0.35551542095416894	0.23376257931235828	0.1727002173658349	-25.04029727403811	1.3304707433323228	0.27820271111740014
52	-50533.91719042842	-50571.309975018325	-50533.91719042842	-37.392784589901574	-50533.91719042842	3.218527714585972	1.4525821012844653	1.4245444419790194	0.242167281388577	0.34470656755513923	0.21796857234200445	0.1951575787142797	-34.12215954380606	1.3481541293308261	0.05313117914344659
53	-50458.28981746855	-50486.263705805744	-50458.28981746855	-27.97388833720089	-50458.28981746855	1.2706073859719933	1.7361653435627196	1.7157045412376604	0.2535009881846873	0.33746529122086566	0.21796857234200445	0.19106514825244297	-24.466140232484808	1.2891031835852864	0.031174086179283016
54	-50389.99287173893	-50415.75064200789	-50389.99287173893	-25.757770268969455	-50389.99287173893	1.8704284983029158	1.3278136722372322	1.2662816457584263	0.27764451457747547	0.30122668676646525	0.2267223257330701	0.19440647292298954	-22.602982672414548	1.8556600633719893	0.14473999654230316
55	-50226.874038887785	-50240.25654288915	-50226.874038887785	-13.382504001365211	-50226.874038887785	0.9048286415317413	1.1733679295587942	0.865664554194361	0.2724453373322615	0.30892115428535694	0.22192105333990697	0.19671245504247492	-10.437877661293832	2.0096623629301535	0.1226720191147894
56	-50214.15333086867	-50240.333396501585	-50214.15333086867	-26.180065632912996	-50214.15333086867	1.5600246948619911	0.4557807262474396	0.9308543115268346	0.2811392790477386	0.3101435337236664	0.21717783443885305	0.19153935278974227	-23.365355414068596	1.8404075692077693	0.03575760333453624
57	-50100.969915997106	-50147.87704792785	-50100.969915997106	-46.90713193073944	-50100.969915997106	2.565684343152452	0.11449444831653201	0.9308543115268346	0.27503699238378965	0.28831242700706006	0.2127437954321048	0.22390678517704576	-43.284320161591005	0.9536584737941434	0.0539702547663997
58	-49985.090276241	-50010.733688771936	-49985.090276241	-25.643412530938733	-49985.090276241	1.5247572051465208	0.19442583951357414	0.862640761052297	0.2749115385147222	0.2981778653412094	0.2119608635636202	0.2149497325804485	-22.496763891417963	1.4695483844401451	0.21925987905750607
59	-49972.226943412024	-50002.01596250916	-49972.226943412024	-29.789019097134496	-49972.226943412024	1.5461027059830799	1.2493865940242983	1.0492288512546568	0.27833138698775334	0.3028464644411268	0.19619527822696453	0.22262687034415565	-26.750797248056934	1.3525992066948649	0.10859690288639806
60	-49900.645605432765	-49933.56694904753	-49900.645605432765	-32.92134361476136	-49900.645605432765	1.866772220575678	0.575268616826373	1.1200915076404996	0.28380162134126674	0.30403243404625263	0.20649439604514758	0.20567154856733333	-30.053456514530783	1.647764646386302	0.014382557887099634
61	-49828.19094312861	-49853.16366896337	-49828.19094312861	-24.972725834757398	-49828.19094312861	1.530019214205909	1.6144255631203286	1.1653124044450012	0.27839777067970406	0.3250430446443814	0.20729841157279347	0.18926077310312134	-21.74014846793989	1.7268017615904099	0.008215251831626021
62	-49765.59879349243	-49788.530639183555	-49765.59879349243	-22.93184569113019	-49765.59879349243	1.855284980818502	0.6785009669217769	0.8639989645689151	0.2737295628708963	0.3250430446443814	0.21597054232654947	0.18525685015817314	-20.14496068695322	1.7664269473553662	0.06500020382162733
63	-49755.09408664619	-49785.55453034313	-49755.09408664619	-30.460443696935624	-49755.09408664619	2.15934807330981	1.0382757841927042	0.9147395414846565	0.2791337231777879	0.3238899637840339	0.2183386388555365	0.17863767418264198	-27.551846335254577	1.5442554426121105	0.16162088342028474
64	-49728.44409771086	-49757.09013257922	-49728.44409771086	-28.646034868358758	-49728.44409771086	1.7202974882429471	1.4473993797886906	1.1416452753259079	0.25680862479247535	0.3487784438407468	0.2088580386686927	0.1855548926980854	-25.491696037487955	0.9929853115372511	0.5577976656222332
65	-49667.85464802251	-49685.999274397655	-49667.85464802251	-18.144626375143993	-49667.85464802251	1.3157625745101142	1.376403437076718	1.1416452753259079	0.2535609596664943	0.34015285800506695	0.21595181544381675	0.19033436688462224	-15.019486408653412	1.6674327863399403	0.1883018566432892
66	-49637.34981291789	-49668.67815530818	-49637.34981291789	-31.328342390290057	-49637.34981291789	1.636730520674963	2.1453327495707932	0.9808523400772529	0.2546768982156758	0.32131632045870384	0.24049343370440548	0.18351334762121504	-27.94979453750321	1.0078109476765322	0.2598327986454659
67	-49634.983634677905	-49666.44648788652	-49634.983634677905	-31.462853208613893	-49634.983634677905	1.701252726480088	1.654467360423875	1.0618988959412416	0.24277958983466577	0.31587920458100405	0.2563327437641071	0.18500846182022324	-28.253543970469927	1.1917806848841628	0.23725657831648167
68	-49528.551855049314	-49558.61303632662	-49528.551855049314	-30.061181277304712	-49528.551855049314	1.3253985954212182	0.6550273395520932	1.1811419143968633	0.22924634030145252	0.31186171535494583	0.28124744094324355	0.17764450340035823	-27.16324423778594	1.7596305727658232	0.03639931310825527
69	-49442.64529756813	-49467.563910550656	-49442.64529756813	-24.918612982521275	-49442.64529756813	1.4478397477912883	0.6259535412798198	0.6830394569700252	0.22628459679216628	0.3158467657948191	0.2727813619413984	0.1850872754716164	-22.183602044352522	1.9146717632254682	0.009087807455895864
70	-49289.27518736477	-49315.39600628346	-49289.27518736477	-26.120818918687615	-49289.27518736477	1.2663165600901982	1.1291270401791758	0.5886883901468742	0.21076593841226182	0.32255072682152514	0.2829713026079153	0.18371203215829784	-23.24912403744586	1.3581790528738396	0.008453266973189981
